Loading repository data...
Reading installed packages...
S  | Repository                             | Name                                       | Version                                      | Arch
v  | Visual Studio Code                     | code                                       | 1.26.0-1534177943.el7                        | x86_64
v  | Visual Studio Code                     | code                                       | 1.25.1-1531323952.el7                        | x86_64
v  | Visual Studio Code                     | code                                       | 1.25.0-1530796575.el7                        | x86_64
v  | Visual Studio Code                     | code                                       | 1.24.1-1528912352.el7                        | x86_64
v  | Visual Studio Code                     | code                                       | 1.24.0-1528306929.el7                        | x86_64
v  | Visual Studio Code                     | code                                       | 1.23.1-1525968555.el7                        | x86_64
v  | Visual Studio Code                     | code                                       | 1.23.0-1525361291.el7                        | x86_64
v  | Visual Studio Code                     | code                                       | 1.22.2-1523551168.el7                        | x86_64
v  | Visual Studio Code                     | code                                       | 1.22.1-1522974574.el7                        | x86_64
v  | Visual Studio Code                     | code                                       | 1.21.1-1521039056.el7                        | x86_64
